layer,feature_id,active_fraction_wrong,active_fraction_correct,fraction_diff_correct_minus_wrong,abs_fraction_diff,total_active_count
18,2632,0.02303389272787101,0.10052122114668652,0.0774873284188155,0.0774873284188155,205
18,2727,0.1217505758473182,0.044676098287416234,-0.07707447755990196,0.07707447755990196,430
18,15497,0.11352418558736427,0.18838421444527179,0.07486002885790752,0.07486002885790752,598
18,1302,0.28627838104639686,0.2122114668652271,-0.07406691418116976,0.07406691418116976,1155
18,749,0.10562685093780849,0.17647058823529413,0.07084373729748564,0.07084373729748564,558
18,511,0.43336623889437315,0.3626209977661951,-0.07074524112817804,0.07074524112817804,1804
18,12645,0.08983218163869694,0.021593447505584513,-0.06823873413311243,0.06823873413311243,302
18,1115,0.1849292530437644,0.1169024571854058,-0.0680267958583586,0.0680267958583586,719
18,3900,0.01217505758473182,0.07520476545048399,0.06302970786575217,0.06302970786575217,138
18,1778,0.1372161895360316,0.0766939687267312,-0.06052222080930039,0.06052222080930039,520
18,15116,0.014807502467917079,0.07520476545048399,0.06039726298256691,0.06039726298256691,146
