layer,feature_id,active_count,active_fraction,total_activation,mean_activation_when_active,max_activation,sae_folder
18,16251,34,0.007759014148790507,10947.563751220703,321.9871691535501,467.5044860839844,resid_post_all/layer_18_width_16k_l0_small
18,14203,34,0.007759014148790507,10180.67105102539,299.4315015007468,386.4314880371094,resid_post_all/layer_18_width_16k_l0_small
18,14161,34,0.007759014148790507,10090.401794433594,296.77652336569395,370.480224609375,resid_post_all/layer_18_width_16k_l0_small
18,5821,34,0.007759014148790507,9794.453170776367,288.07215208165786,403.04052734375,resid_post_all/layer_18_width_16k_l0_small
18,5227,34,0.007759014148790507,9040.101165771484,265.88532840504365,367.41888427734375,resid_post_all/layer_18_width_16k_l0_small
18,7017,33,0.007530807850296669,13560.243713378906,410.9164761629972,538.4334716796875,resid_post_all/layer_18_width_16k_l0_small
18,1499,33,0.007530807850296669,11208.645782470703,339.6559328021425,438.7493591308594,resid_post_all/layer_18_width_16k_l0_small
18,12853,33,0.007530807850296669,10670.989868164062,323.36332933830494,432.0242004394531,resid_post_all/layer_18_width_16k_l0_small
18,8229,33,0.007530807850296669,10389.208282470703,314.8244934082031,443.11785888671875,resid_post_all/layer_18_width_16k_l0_small
18,4310,33,0.007530807850296669,9219.908462524414,279.3911655310429,395.7984619140625,resid_post_all/layer_18_width_16k_l0_small
18,6300,33,0.007530807850296669,6871.677719116211,208.2326581550367,282.6348876953125,resid_post_all/layer_18_width_16k_l0_small
18,276,32,0.00730260155180283,108151.79248046875,3379.7435150146484,5435.921875,resid_post_all/layer_18_width_16k_l0_small
18,8980,32,0.00730260155180283,34132.943298339844,1066.6544780731201,1239.176025390625,resid_post_all/layer_18_width_16k_l0_small
18,13687,32,0.00730260155180283,22675.91748046875,708.6224212646484,912.29296875,resid_post_all/layer_18_width_16k_l0_small
18,4650,32,0.00730260155180283,15554.599517822266,486.0812349319458,900.59326171875,resid_post_all/layer_18_width_16k_l0_small
18,444,32,0.00730260155180283,14701.28955078125,459.41529846191406,753.4716796875,resid_post_all/layer_18_width_16k_l0_small
18,14305,32,0.00730260155180283,12841.018524169922,401.28182888031006,547.24658203125,resid_post_all/layer_18_width_16k_l0_small
18,13650,32,0.00730260155180283,11858.964904785156,370.59265327453613,599.538330078125,resid_post_all/layer_18_width_16k_l0_small
18,5920,32,0.00730260155180283,11679.653137207031,364.9891605377197,516.4736328125,resid_post_all/layer_18_width_16k_l0_small
18,2877,32,0.00730260155180283,10785.082092285156,337.03381538391113,545.273193359375,resid_post_all/layer_18_width_16k_l0_small
18,3126,32,0.00730260155180283,10317.725219726562,322.4289131164551,563.5923461914062,resid_post_all/layer_18_width_16k_l0_small
18,3667,32,0.00730260155180283,9805.727310180664,306.42897844314575,431.7201843261719,resid_post_all/layer_18_width_16k_l0_small
18,9314,32,0.00730260155180283,9440.14079284668,295.00439977645874,552.7845458984375,resid_post_all/layer_18_width_16k_l0_small
18,1347,32,0.00730260155180283,8827.926177978516,275.8726930618286,329.32708740234375,resid_post_all/layer_18_width_16k_l0_small
18,8964,32,0.00730260155180283,7542.53889465332,235.70434045791626,274.18109130859375,resid_post_all/layer_18_width_16k_l0_small
18,4324,31,0.007074395253308992,15061.52587890625,485.8556735131048,795.419677734375,resid_post_all/layer_18_width_16k_l0_small
18,1093,31,0.007074395253308992,14035.635986328125,452.762451171875,748.3360595703125,resid_post_all/layer_18_width_16k_l0_small
18,982,31,0.007074395253308992,13416.4375,432.7883064516129,1241.915771484375,resid_post_all/layer_18_width_16k_l0_small
18,5330,31,0.007074395253308992,11477.380340576172,370.23807550245715,516.1435546875,resid_post_all/layer_18_width_16k_l0_small
18,10470,31,0.007074395253308992,10979.304885864258,354.17112535045993,565.803955078125,resid_post_all/layer_18_width_16k_l0_small
18,15608,31,0.007074395253308992,10543.78921508789,340.12223274477066,490.2949523925781,resid_post_all/layer_18_width_16k_l0_small
18,3413,31,0.007074395253308992,10281.044738769531,331.6466044764365,398.565185546875,resid_post_all/layer_18_width_16k_l0_small
18,10794,31,0.007074395253308992,10010.859741210938,322.9309593939012,431.94085693359375,resid_post_all/layer_18_width_16k_l0_small
18,2903,31,0.007074395253308992,9674.21743774414,312.07153024981096,493.0869445800781,resid_post_all/layer_18_width_16k_l0_small
18,558,30,0.006846188954815153,47649.29931640625,1588.3099772135417,2807.1474609375,resid_post_all/layer_18_width_16k_l0_small
18,6078,30,0.006846188954815153,14120.031036376953,470.6677012125651,927.0318603515625,resid_post_all/layer_18_width_16k_l0_small
18,3833,30,0.006846188954815153,11877.66064453125,395.922021484375,954.7481079101562,resid_post_all/layer_18_width_16k_l0_small
18,9852,30,0.006846188954815153,11869.175048828125,395.63916829427086,577.9315795898438,resid_post_all/layer_18_width_16k_l0_small
18,482,30,0.006846188954815153,11047.232666015625,368.2410888671875,699.155029296875,resid_post_all/layer_18_width_16k_l0_small
18,9474,30,0.006846188954815153,10331.545440673828,344.3848480224609,555.517578125,resid_post_all/layer_18_width_16k_l0_small
18,13486,30,0.006846188954815153,9949.200561523438,331.6400187174479,552.6976928710938,resid_post_all/layer_18_width_16k_l0_small
18,10231,30,0.006846188954815153,9567.635437011719,318.921181233724,374.0764465332031,resid_post_all/layer_18_width_16k_l0_small
18,4897,30,0.006846188954815153,9515.721801757812,317.1907267252604,422.23577880859375,resid_post_all/layer_18_width_16k_l0_small
