layer,feature_id,active_fraction_wrong,active_fraction_correct,fraction_diff_correct_minus_wrong,abs_fraction_diff,total_active_count
2,690,0.12199630314232902,0.22181146025878004,0.09981515711645102,0.09981515711645102,186
2,446,0.12939001848428835,0.2255083179297597,0.09611829944547134,0.09611829944547134,192
2,963,0.10536044362292052,0.20147874306839186,0.09611829944547134,0.09611829944547134,166
2,1913,0.12939001848428835,0.22365988909426987,0.09426987060998152,0.09426987060998152,191
2,13281,0.024029574861367836,0.09611829944547134,0.07208872458410351,0.07208872458410351,65
2,354,0.133086876155268,0.066543438077634,-0.066543438077634,0.066543438077634,108
2,749,0.2957486136783734,0.24399260628465805,-0.05175600739371536,0.05175600739371536,292
2,527,0.12199630314232902,0.17190388170055454,0.049907578558225515,0.049907578558225515,159
2,61,0.1256931608133087,0.1756007393715342,0.0499075785582255,0.0499075785582255,163
2,2599,0.08502772643253234,0.036968576709796676,-0.048059149722735665,0.048059149722735665,66
2,505,0.12939001848428835,0.1756007393715342,0.04621072088724584,0.04621072088724584,165
2,67,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,226,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,503,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,634,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,646,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,772,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,997,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,1008,0.04066543438077634,0.0,-0.04066543438077634,0.04066543438077634,22
2,1178,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,2618,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,2707,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,6517,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
2,12720,0.04805914972273567,0.0073937153419593345,-0.04066543438077634,0.04066543438077634,30
2,14802,0.051756007393715345,0.011090573012939002,-0.04066543438077634,0.04066543438077634,34
3,397,0.10536044362292052,0.20147874306839186,0.09611829944547134,0.09611829944547134,166
3,373,0.12754158964879853,0.2199630314232902,0.09242144177449169,0.09242144177449169,188
3,1666,0.10351201478743069,0.19593345656192238,0.09242144177449169,0.09242144177449169,162
3,1263,0.04066543438077634,0.12014787430683918,0.07948243992606284,0.07948243992606284,87
3,61,0.08502772643253234,0.16266173752310537,0.07763401109057302,0.07763401109057302,134
3,10619,0.06469500924214418,0.13493530499075784,0.07024029574861367,0.07024029574861367,108
3,8527,0.07578558225508318,0.14417744916820702,0.06839186691312384,0.06839186691312384,119
3,174,0.11090573012939002,0.04805914972273567,-0.06284658040665435,0.06284658040665435,86
3,230,0.08133086876155268,0.022181146025878003,-0.059149722735674676,0.059149722735674676,56
3,790,0.04436229205175601,0.09981515711645102,0.05545286506469501,0.05545286506469501,78
3,527,0.2957486136783734,0.24399260628465805,-0.05175600739371536,0.05175600739371536,292
3,354,0.11090573012939002,0.059149722735674676,-0.051756007393715345,0.051756007393715345,92
3,535,0.011090573012939002,0.06284658040665435,0.051756007393715345,0.051756007393715345,40
3,1913,0.09796672828096119,0.14972273567467653,0.051756007393715345,0.051756007393715345,134
3,378,0.2902033271719039,0.24214417744916822,-0.04805914972273567,0.04805914972273567,288
3,1445,0.06099815157116451,0.012939001848428836,-0.04805914972273567,0.04805914972273567,40
3,505,0.12939001848428835,0.1756007393715342,0.04621072088724584,0.04621072088724584,165
3,592,0.08133086876155268,0.038817005545286505,-0.04251386321626618,0.04251386321626618,65
3,14959,0.053604436229205174,0.011090573012939002,-0.04251386321626617,0.04251386321626617,35
3,78,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
3,146,0.04066543438077634,0.0,-0.04066543438077634,0.04066543438077634,22
3,226,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
3,248,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
3,625,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
3,634,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
4,130,0.12384473197781885,0.2199630314232902,0.09611829944547136,0.09611829944547136,186
4,515,0.10536044362292052,0.20147874306839186,0.09611829944547134,0.09611829944547134,166
4,5080,0.31053604436229204,0.4066543438077634,0.09611829944547134,0.09611829944547134,388
4,2882,0.09057301293900184,0.1756007393715342,0.08502772643253236,0.08502772643253236,144
4,12737,0.0166358595194085,0.09242144177449169,0.07578558225508318,0.07578558225508318,59
4,422,0.24214417744916822,0.30868761552680224,0.06654343807763402,0.06654343807763402,298
4,83,0.12384473197781885,0.059149722735674676,-0.06469500924214418,0.06469500924214418,99
4,270,0.10351201478743069,0.04251386321626617,-0.06099815157116452,0.06099815157116452,79
4,120,0.2957486136783734,0.24399260628465805,-0.05175600739371536,0.05175600739371536,292
4,978,0.05545286506469501,0.10351201478743069,0.04805914972273568,0.04805914972273568,86
4,61,0.12939001848428835,0.1756007393715342,0.04621072088724584,0.04621072088724584,165
4,505,0.12754158964879853,0.17375231053604437,0.04621072088724584,0.04621072088724584,163
4,683,0.04990757855822551,0.0036968576709796672,-0.04621072088724584,0.04621072088724584,29
4,7636,0.1256931608133087,0.07948243992606285,-0.04621072088724584,0.04621072088724584,111
4,12838,0.24214417744916822,0.1977818853974122,-0.044362292051756014,0.044362292051756014,238
4,1164,0.009242144177449169,0.053604436229205174,0.04436229205175601,0.04436229205175601,34
4,125,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
4,226,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
4,456,0.04436229205175601,0.0036968576709796672,-0.04066543438077634,0.04066543438077634,26
4,625,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
4,634,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
4,936,0.05730129390018484,0.0166358595194085,-0.04066543438077634,0.04066543438077634,40
4,1364,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
4,5250,0.053604436229205174,0.012939001848428836,-0.04066543438077634,0.04066543438077634,36
4,11727,0.051756007393715345,0.011090573012939002,-0.04066543438077634,0.04066543438077634,34
12,2612,0.08133086876155268,0.1922365988909427,0.11090573012939,0.11090573012939,148
12,675,0.15157116451016636,0.24953789279112754,0.09796672828096117,0.09796672828096117,217
12,11304,0.11829944547134935,0.2088724584103512,0.09057301293900186,0.09057301293900186,177
12,256,0.133086876155268,0.22181146025878004,0.08872458410351203,0.08872458410351203,192
12,308,0.7393715341959335,0.8188539741219963,0.07948243992606285,0.07948243992606285,843
12,11076,0.009242144177449169,0.08687615526802218,0.07763401109057301,0.07763401109057301,52
12,679,0.09611829944547134,0.1645101663585952,0.06839186691312385,0.06839186691312385,141
12,11178,0.03512014787430684,0.10351201478743069,0.06839186691312385,0.06839186691312385,75
12,1115,0.022181146025878003,0.08687615526802218,0.06469500924214418,0.06469500924214418,59
12,9690,0.051756007393715345,0.11460258780036968,0.06284658040665433,0.06284658040665433,90
12,1070,0.07763401109057301,0.0166358595194085,-0.060998151571164505,0.060998151571164505,51
12,2437,0.04066543438077634,0.09981515711645102,0.059149722735674676,0.059149722735674676,76
12,3886,0.08133086876155268,0.13863216266173753,0.057301293900184846,0.057301293900184846,119
12,11385,0.05730129390018484,0.11460258780036968,0.05730129390018484,0.05730129390018484,93
12,134,0.12384473197781885,0.18114602587800369,0.05730129390018483,0.05730129390018483,165
12,188,0.07393715341959335,0.018484288354898338,-0.05545286506469502,0.05545286506469502,50
12,619,0.09426987060998152,0.14972273567467653,0.05545286506469502,0.05545286506469502,132
12,1596,0.13493530499075784,0.19038817005545286,0.05545286506469502,0.05545286506469502,176
12,664,0.28835489833641403,0.23290203327171904,-0.05545286506469499,0.05545286506469499,282
12,692,0.2828096118299446,0.3364140480591497,0.05360443622920513,0.05360443622920513,335
12,146,0.04805914972273567,0.09981515711645102,0.051756007393715345,0.051756007393715345,80
